TargetID,Region,Quarter,Year,MonthlyTarget,YTDTarget,AreaManager,AchievementPercent
T005839,Central,Q4,2024,12914,154968,Mr./Ms. Verma,75.85
T005840,Central,Q2,2025,6083,72996,Mr./Ms. Sharma,127.06
T005841,South,Q3,2023,8244,98928,Mr./Ms. Mehta,123.11
T005842,East,Q3,2024,19110,229320,Mr./Ms. Verma,96.57
T005843,East,Q4,2025,17193,206316,Mr./Ms. Mehta,99.79
T005844,East,Q3,2025,6777,81324,Mr./Ms. Sharma,86.96
T005845,North,Q4,2025,14108,169296,Mr./Ms. Iyer,90.09
T005846,Central,Q3,2023,8774,105288,Mr./Ms. Verma,129.14
T005847,West,Q4,2024,14479,173748,Mr./Ms. Singh,114.88
T005848,South,Q1,2025,15537,186444,Mr./Ms. Gupta,91.4
T005849,Central,Q4,2024,14528,174336,Mr./Ms. Sharma,85.51
T005850,West,Q1,2025,9125,109500,Mr./Ms. Mehta,91.89
T005851,West,Q2,2024,11142,133704,Mr./Ms. Verma,110.74
T005852,Central,Q1,2024,8626,103512,Mr./Ms. Verma,87.47
T005853,West,Q4,2023,17752,213024,Mr./Ms. Mehta,74.61
T005854,South,Q4,2025,13671,164052,Mr./Ms. Reddy,109.98
T005855,East,Q1,2024,13879,166548,Mr./Ms. Gupta,74.57
T005856,West,Q2,2024,15542,186504,Mr./Ms. Gupta,109.68
T005857,South,Q3,2025,11388,136656,Mr./Ms. Gupta,121.54
T005858,South,Q3,2023,18819,225828,Mr./Ms. Sharma,121.6
T005859,North,Q2,2025,15667,188004,Mr./Ms. Sharma,126.7
T005860,East,Q1,2024,11803,141636,Mr./Ms. Mehta,113.03
T005861,West,Q2,2025,15083,180996,Mr./Ms. Singh,117.16
T005862,North,Q4,2024,15878,190536,Mr./Ms. Reddy,117.15
T005863,Central,Q4,2024,6963,83556,Mr./Ms. Gupta,75.61
T005864,South,Q1,2025,8721,104652,Mr./Ms. Mehta,103.33
T005865,South,Q1,2023,16830,201960,Mr./Ms. Sharma,93.12
T005866,East,Q4,2024,16734,200808,Mr./Ms. Mehta,121.83
T005867,Central,Q4,2024,18631,223572,Mr./Ms. Sharma,102.09
T005868,East,Q3,2024,14261,171132,Mr./Ms. Gupta,80.64
T005869,Central,Q2,2025,6793,81516,Mr./Ms. Reddy,124.25
T005870,Central,Q2,2024,9028,108336,Mr./Ms. Patel,126.77
T005871,West,Q2,2025,13209,158508,Mr./Ms. Verma,124.64
T005872,Central,Q4,2024,5934,71208,Mr./Ms. Gupta,97.4
T005873,South,Q1,2024,16943,203316,Mr./Ms. Singh,108.44
T005874,South,Q2,2024,15402,184824,Mr./Ms. Singh,84.97
T005875,East,Q2,2024,18413,220956,Mr./Ms. Mehta,79.97
T005876,East,Q3,2025,17910,214920,Mr./Ms. Verma,83.11
T005877,West,Q4,2025,13844,166128,Mr./Ms. Reddy,126.61
T005878,East,Q4,2024,11018,132216,Mr./Ms. Iyer,109.16
T005879,East,Q3,2025,12517,150204,Mr./Ms. Verma,103.73
T005880,South,Q4,2025,7820,93840,Mr./Ms. Gupta,100.16
T005881,North,Q4,2023,15867,190404,Mr./Ms. Gupta,96.81
T005882,West,Q4,2025,19626,235512,Mr./Ms. Mehta,96.81
T005883,South,Q4,2025,13185,158220,Mr./Ms. Sharma,110.16
T005884,West,Q3,2023,7046,84552,Mr./Ms. Verma,124.54
T005885,South,Q3,2023,8141,97692,Mr./Ms. Iyer,84.19
T005886,Central,Q3,2025,6780,81360,Mr./Ms. Reddy,112.32
T005887,West,Q3,2023,19478,233736,Mr./Ms. Gupta,114.47
T005888,West,Q3,2025,17675,212100,Mr./Ms. Gupta,117.71
T005889,Central,Q1,2023,13028,156336,Mr./Ms. Singh,86.26
T005890,Central,Q4,2024,15104,181248,Mr./Ms. Iyer,91.25
T005891,South,Q3,2024,17176,206112,Mr./Ms. Singh,99.4
T005892,South,Q1,2023,12956,155472,Mr./Ms. Mehta,128.78
T005893,West,Q4,2023,7440,89280,Mr./Ms. Gupta,104.39
T005894,North,Q1,2024,8592,103104,Mr./Ms. Sharma,82.41
T005895,North,Q3,2025,10137,121644,Mr./Ms. Verma,108.6
T005896,South,Q1,2025,15983,191796,Mr./Ms. Singh,98.23
T005897,South,Q2,2025,10562,126744,Mr./Ms. Sharma,122.4
T005898,Central,Q1,2025,5303,63636,Mr./Ms. Gupta,119.6
T005899,East,Q4,2025,9315,111780,Mr./Ms. Patel,87.81
T005900,North,Q3,2024,12683,152196,Mr./Ms. Sharma,103.42
T005901,South,Q3,2023,11661,139932,Mr./Ms. Patel,116.23
T005902,East,Q3,2024,9167,110004,Mr./Ms. Gupta,92.97
T005903,West,Q3,2024,5865,70380,Mr./Ms. Sharma,71.74
T005904,Central,Q3,2023,15249,182988,Mr./Ms. Verma,99.62
T005905,North,Q4,2024,13443,161316,Mr./Ms. Mehta,72.34
T005906,North,Q3,2025,15169,182028,Mr./Ms. Sharma,73.61
T005907,South,Q3,2023,5289,63468,Mr./Ms. Sharma,95.59
T005908,West,Q4,2025,12424,149088,Mr./Ms. Sharma,116.32
T005909,West,Q1,2023,6836,82032,Mr./Ms. Verma,121.5
T005910,South,Q1,2025,9003,108036,Mr./Ms. Singh,107.82
T005911,North,Q1,2024,5139,61668,Mr./Ms. Gupta,97.19
T005912,South,Q3,2023,12441,149292,Mr./Ms. Iyer,71.01
T005913,South,Q4,2024,11325,135900,Mr./Ms. Sharma,82.38
T005914,Central,Q2,2023,7043,84516,Mr./Ms. Verma,88.75
T005915,Central,Q2,2024,12978,155736,Mr./Ms. Iyer,89.88
T005916,East,Q3,2023,7037,84444,Mr./Ms. Mehta,76.93
T005917,North,Q1,2025,17544,210528,Mr./Ms. Patel,125.33
T005918,Central,Q2,2024,14206,170472,Mr./Ms. Singh,119.14
T005919,East,Q4,2024,17406,208872,Mr./Ms. Iyer,82.76
T005920,South,Q4,2024,16909,202908,Mr./Ms. Gupta,107.56
T005921,West,Q1,2025,7998,95976,Mr./Ms. Mehta,105.47
T005922,East,Q2,2024,11069,132828,Mr./Ms. Singh,126.12
T005923,East,Q4,2024,12918,155016,Mr./Ms. Singh,94.47
T005924,Central,Q2,2023,15068,180816,Mr./Ms. Gupta,114.06
T005925,South,Q2,2025,15178,182136,Mr./Ms. Gupta,84.53
T005926,Central,Q2,2023,6957,83484,Mr./Ms. Iyer,88.33
T005927,North,Q2,2023,6189,74268,Mr./Ms. Patel,78.4
T005928,Central,Q3,2023,8943,107316,Mr./Ms. Reddy,90.16
T005929,South,Q1,2024,5183,62196,Mr./Ms. Sharma,121.37
T005930,Central,Q3,2023,18899,226788,Mr./Ms. Mehta,99.31
T005931,East,Q1,2023,5987,71844,Mr./Ms. Sharma,125.39
T005932,South,Q4,2025,16428,197136,Mr./Ms. Singh,114.77
T005933,South,Q3,2023,14308,171696,Mr./Ms. Mehta,82.05
T005934,South,Q3,2025,15857,190284,Mr./Ms. Reddy,121.73
T005935,Central,Q4,2025,8950,107400,Mr./Ms. Patel,70.54
T005936,West,Q1,2025,15615,187380,Mr./Ms. Iyer,92.22
T005937,Central,Q3,2024,8732,104784,Mr./Ms. Iyer,78.33
T005938,North,Q4,2023,5999,71988,Mr./Ms. Sharma,124.1
T005939,East,Q1,2023,16386,196632,Mr./Ms. Verma,97.82
T005940,West,Q1,2023,6175,74100,Mr./Ms. Reddy,128.98
T005941,North,Q4,2023,16375,196500,Mr./Ms. Reddy,103.51
T005942,West,Q4,2024,11562,138744,Mr./Ms. Iyer,102.87
T005943,Central,Q2,2023,9400,112800,Mr./Ms. Reddy,117.04
T005944,North,Q3,2023,14899,178788,Mr./Ms. Gupta,90.88
T005945,West,Q1,2023,13445,161340,Mr./Ms. Gupta,81.74
T005946,North,Q2,2025,10614,127368,Mr./Ms. Patel,114.57
T005947,East,Q3,2024,16535,198420,Mr./Ms. Iyer,71.04
T005948,South,Q3,2025,17265,207180,Mr./Ms. Iyer,112.71
T005949,South,Q3,2024,14069,168828,Mr./Ms. Sharma,84.99
T005950,Central,Q2,2025,7682,92184,Mr./Ms. Gupta,123.59
T005951,East,Q4,2024,12262,147144,Mr./Ms. Singh,124.5
T005952,Central,Q4,2024,10005,120060,Mr./Ms. Sharma,109.96
T005953,North,Q3,2023,6024,72288,Mr./Ms. Reddy,109.27
T005954,East,Q3,2025,9133,109596,Mr./Ms. Iyer,84.8
T005955,North,Q1,2025,18114,217368,Mr./Ms. Reddy,91.75
T005956,West,Q3,2023,14102,169224,Mr./Ms. Singh,105.4
T005957,Central,Q2,2025,9044,108528,Mr./Ms. Iyer,95.65
T005958,North,Q3,2024,7867,94404,Mr./Ms. Sharma,78.78
T005959,Central,Q1,2023,12973,155676,Mr./Ms. Sharma,102.8
T005960,West,Q2,2024,12256,147072,Mr./Ms. Sharma,123.67
T005961,East,Q3,2023,14001,168012,Mr./Ms. Patel,71.99
T005962,South,Q2,2023,5069,60828,Mr./Ms. Reddy,83.63
T005963,Central,Q3,2025,8701,104412,Mr./Ms. Patel,72.96
T005964,West,Q4,2024,10427,125124,Mr./Ms. Reddy,128.22
T005965,Central,Q1,2024,14308,171696,Mr./Ms. Singh,110.0
T005966,Central,Q1,2023,10211,122532,Mr./Ms. Reddy,104.12
T005967,West,Q1,2025,5870,70440,Mr./Ms. Patel,116.86
T005968,South,Q1,2023,10798,129576,Mr./Ms. Mehta,72.48
T005969,North,Q1,2025,14074,168888,Mr./Ms. Verma,108.75
T005970,Central,Q2,2024,7248,86976,Mr./Ms. Mehta,98.79
T005971,East,Q4,2024,15337,184044,Mr./Ms. Singh,79.28
T005972,Central,Q3,2024,5185,62220,Mr./Ms. Iyer,100.97
T005973,North,Q1,2023,7138,85656,Mr./Ms. Gupta,76.72
T005974,West,Q2,2023,9483,113796,Mr./Ms. Singh,125.49
T005975,North,Q3,2024,8863,106356,Mr./Ms. Iyer,89.81
T005976,South,Q2,2024,11758,141096,Mr./Ms. Mehta,115.97
T005977,West,Q3,2023,13436,161232,Mr./Ms. Reddy,71.7
T005978,West,Q1,2023,11734,140808,Mr./Ms. Reddy,106.92
T005979,Central,Q4,2023,17563,210756,Mr./Ms. Verma,111.3
T005980,Central,Q3,2023,17364,208368,Mr./Ms. Mehta,82.78
T005981,South,Q3,2023,10553,126636,Mr./Ms. Sharma,88.23
T005982,East,Q3,2024,17023,204276,Mr./Ms. Reddy,118.01
T005983,North,Q2,2024,12166,145992,Mr./Ms. Singh,119.77
T005984,Central,Q4,2024,5657,67884,Mr./Ms. Gupta,84.05
T005985,South,Q2,2023,12071,144852,Mr./Ms. Singh,100.89
T005986,South,Q1,2023,6311,75732,Mr./Ms. Patel,110.54
T005987,West,Q4,2025,17786,213432,Mr./Ms. Reddy,122.72
T005988,South,Q4,2025,13743,164916,Mr./Ms. Sharma,96.3
T005989,East,Q4,2024,13924,167088,Mr./Ms. Mehta,113.77
T005990,North,Q2,2024,19013,228156,Mr./Ms. Sharma,101.47
T005991,Central,Q1,2023,12642,151704,Mr./Ms. Singh,73.79
T005992,North,Q2,2024,11363,136356,Mr./Ms. Patel,111.77
T005993,East,Q4,2023,18402,220824,Mr./Ms. Gupta,79.64
T005994,North,Q1,2025,12565,150780,Mr./Ms. Patel,109.94
T005995,West,Q2,2025,19049,228588,Mr./Ms. Iyer,112.13
T005996,North,Q3,2023,11752,141024,Mr./Ms. Gupta,118.78
T005997,West,Q1,2025,13498,161976,Mr./Ms. Sharma,112.67
T005998,Central,Q3,2025,17325,207900,Mr./Ms. Sharma,91.26
T005999,West,Q4,2023,13028,156336,Mr./Ms. Iyer,97.12
T006000,East,Q3,2025,16242,194904,Mr./Ms. Singh,79.67
T006001,Central,Q2,2025,10784,129408,Mr./Ms. Verma,81.25
T006002,South,Q2,2023,7307,87684,Mr./Ms. Patel,98.63
T006003,North,Q4,2025,6821,81852,Mr./Ms. Gupta,78.74
T006004,Central,Q2,2023,14385,172620,Mr./Ms. Patel,127.39
T006005,Central,Q3,2024,9879,118548,Mr./Ms. Singh,113.25
T006006,North,Q2,2024,11770,141240,Mr./Ms. Patel,114.33
T006007,North,Q3,2023,8556,102672,Mr./Ms. Gupta,103.81
T006008,South,Q3,2023,17731,212772,Mr./Ms. Mehta,98.39
T006009,West,Q1,2025,5362,64344,Mr./Ms. Verma,117.55
T006010,East,Q1,2024,13241,158892,Mr./Ms. Verma,73.2
T006011,East,Q4,2023,19849,238188,Mr./Ms. Reddy,71.59
T006012,East,Q3,2024,5769,69228,Mr./Ms. Singh,94.04
T006013,South,Q3,2023,18642,223704,Mr./Ms. Sharma,107.97
T006014,South,Q3,2025,9596,115152,Mr./Ms. Gupta,129.41
T006015,West,Q2,2024,12430,149160,Mr./Ms. Patel,93.11
T006016,North,Q1,2023,7807,93684,Mr./Ms. Reddy,89.93
T006017,South,Q2,2023,12341,148092,Mr./Ms. Patel,100.23
T006018,North,Q2,2023,8394,100728,Mr./Ms. Sharma,89.98
T006019,South,Q1,2023,7950,95400,Mr./Ms. Gupta,94.99
T006020,East,Q2,2024,18124,217488,Mr./Ms. Sharma,120.2
T006021,North,Q3,2024,19404,232848,Mr./Ms. Gupta,79.4
T006022,East,Q3,2024,10925,131100,Mr./Ms. Mehta,94.38
T006023,South,Q3,2023,11953,143436,Mr./Ms. Sharma,106.59
T006024,South,Q1,2023,14691,176292,Mr./Ms. Sharma,126.24
T006025,West,Q1,2024,13033,156396,Mr./Ms. Sharma,107.99
T006026,Central,Q1,2023,9441,113292,Mr./Ms. Singh,92.0
T006027,North,Q2,2024,16210,194520,Mr./Ms. Gupta,76.76
T006028,East,Q3,2025,14649,175788,Mr./Ms. Sharma,94.08
T006029,Central,Q1,2024,6134,73608,Mr./Ms. Iyer,93.21
T006030,West,Q1,2024,19316,231792,Mr./Ms. Reddy,84.11
T006031,South,Q2,2023,6834,82008,Mr./Ms. Verma,85.4
T006032,East,Q4,2023,8753,105036,Mr./Ms. Singh,87.93
T006033,South,Q4,2023,15471,185652,Mr./Ms. Verma,83.06
T006034,North,Q1,2023,11749,140988,Mr./Ms. Iyer,109.83
T006035,West,Q3,2024,14993,179916,Mr./Ms. Reddy,86.52
T006036,West,Q2,2025,6992,83904,Mr./Ms. Patel,111.16
T006037,East,Q3,2024,16362,196344,Mr./Ms. Reddy,105.06
T006038,North,Q1,2024,12476,149712,Mr./Ms. Verma,75.03
T006039,South,Q1,2025,18905,226860,Mr./Ms. Patel,82.58
T006040,East,Q1,2024,16917,203004,Mr./Ms. Reddy,70.1
T006041,North,Q1,2025,15798,189576,Mr./Ms. Gupta,121.83
T006042,North,Q3,2024,16244,194928,Mr./Ms. Reddy,70.81
T006043,South,Q2,2023,5155,61860,Mr./Ms. Verma,111.31
T006044,East,Q3,2025,14446,173352,Mr./Ms. Gupta,76.77
T006045,South,Q1,2025,17564,210768,Mr./Ms. Gupta,113.25
T006046,Central,Q3,2025,17328,207936,Mr./Ms. Iyer,117.96
T006047,East,Q3,2024,9661,115932,Mr./Ms. Verma,128.03
T006048,East,Q3,2024,17364,208368,Mr./Ms. Iyer,91.12
T006049,Central,Q1,2024,5002,60024,Mr./Ms. Singh,98.69
T006050,North,Q1,2024,7135,85620,Mr./Ms. Singh,76.52
T006051,East,Q3,2023,11850,142200,Mr./Ms. Reddy,110.74
T006052,West,Q1,2024,17602,211224,Mr./Ms. Iyer,121.78
T006053,West,Q2,2024,5808,69696,Mr./Ms. Verma,111.91
T006054,West,Q4,2024,19617,235404,Mr./Ms. Singh,76.68
T006055,East,Q2,2025,5939,71268,Mr./Ms. Sharma,119.39
T006056,East,Q4,2024,15927,191124,Mr./Ms. Verma,100.9
T006057,West,Q3,2025,6395,76740,Mr./Ms. Reddy,73.3
T006058,West,Q2,2025,15533,186396,Mr./Ms. Patel,109.77
T006059,Central,Q4,2023,10553,126636,Mr./Ms. Verma,85.14
T006060,West,Q4,2025,16377,196524,Mr./Ms. Mehta,120.63
T006061,South,Q4,2023,19453,233436,Mr./Ms. Verma,75.95
T006062,East,Q4,2024,16137,193644,Mr./Ms. Gupta,73.69
T006063,North,Q4,2024,6152,73824,Mr./Ms. Verma,104.85
T006064,North,Q3,2024,7500,90000,Mr./Ms. Sharma,115.28
T006065,Central,Q1,2024,19185,230220,Mr./Ms. Patel,71.38
T006066,East,Q4,2025,18552,222624,Mr./Ms. Gupta,124.52
T006067,East,Q4,2023,10166,121992,Mr./Ms. Sharma,125.83
T006068,Central,Q4,2025,7761,93132,Mr./Ms. Mehta,80.78
T006069,North,Q1,2023,9786,117432,Mr./Ms. Mehta,101.74
T006070,North,Q3,2025,7366,88392,Mr./Ms. Verma,95.92
T006071,West,Q1,2024,10901,130812,Mr./Ms. Sharma,74.8
T006072,West,Q2,2024,17212,206544,Mr./Ms. Gupta,102.66
T006073,South,Q2,2023,7287,87444,Mr./Ms. Iyer,93.14
T006074,North,Q3,2023,14868,178416,Mr./Ms. Patel,81.29
T006075,West,Q4,2025,15316,183792,Mr./Ms. Mehta,123.21
T006076,Central,Q2,2024,15099,181188,Mr./Ms. Singh,80.0
T006077,Central,Q2,2025,8337,100044,Mr./Ms. Iyer,118.73
T006078,Central,Q1,2025,14591,175092,Mr./Ms. Sharma,79.35
T006079,Central,Q3,2025,12806,153672,Mr./Ms. Sharma,80.43
T006080,West,Q4,2023,7625,91500,Mr./Ms. Sharma,72.89
T006081,North,Q2,2023,18520,222240,Mr./Ms. Verma,79.32
T006082,South,Q1,2024,6200,74400,Mr./Ms. Verma,124.85
T006083,East,Q2,2023,8518,102216,Mr./Ms. Singh,113.64
T006084,North,Q2,2025,11106,133272,Mr./Ms. Gupta,90.32
T006085,West,Q3,2025,11879,142548,Mr./Ms. Reddy,113.37
T006086,West,Q1,2024,13424,161088,Mr./Ms. Singh,127.07
T006087,South,Q3,2024,14030,168360,Mr./Ms. Mehta,110.66
T006088,Central,Q2,2023,12767,153204,Mr./Ms. Iyer,112.88
T006089,North,Q4,2023,14558,174696,Mr./Ms. Mehta,101.07
T006090,West,Q3,2025,17488,209856,Mr./Ms. Sharma,74.91
T006091,West,Q4,2025,5947,71364,Mr./Ms. Verma,102.28
T006092,North,Q3,2025,10292,123504,Mr./Ms. Gupta,126.97
T006093,West,Q2,2025,14680,176160,Mr./Ms. Sharma,124.26
T006094,South,Q2,2024,11858,142296,Mr./Ms. Verma,113.95
T006095,East,Q2,2024,5315,63780,Mr./Ms. Singh,96.41
T006096,West,Q4,2023,10259,123108,Mr./Ms. Gupta,102.85
T006097,South,Q3,2024,17649,211788,Mr./Ms. Iyer,128.52
T006098,West,Q4,2023,11594,139128,Mr./Ms. Singh,75.1
T006099,East,Q1,2023,5034,60408,Mr./Ms. Reddy,110.74
T006100,Central,Q1,2023,16738,200856,Mr./Ms. Singh,109.82
T006101,Central,Q3,2024,14522,174264,Mr./Ms. Mehta,116.97
T006102,South,Q3,2024,15937,191244,Mr./Ms. Singh,100.64
T006103,East,Q4,2025,15373,184476,Mr./Ms. Singh,113.13
T006104,North,Q2,2023,10615,127380,Mr./Ms. Sharma,118.11
T006105,West,Q3,2024,9479,113748,Mr./Ms. Mehta,104.41
T006106,West,Q1,2024,17761,213132,Mr./Ms. Gupta,71.38
T006107,West,Q1,2025,19678,236136,Mr./Ms. Singh,119.07
T006108,Central,Q2,2025,8418,101016,Mr./Ms. Iyer,111.53
T006109,South,Q2,2024,13696,164352,Mr./Ms. Iyer,102.9
T006110,South,Q1,2025,7220,86640,Mr./Ms. Patel,106.49
T006111,West,Q4,2024,17100,205200,Mr./Ms. Verma,98.42
T006112,East,Q4,2024,5960,71520,Mr./Ms. Singh,84.32
T006113,East,Q2,2023,14760,177120,Mr./Ms. Reddy,103.87
T006114,South,Q4,2023,15016,180192,Mr./Ms. Verma,121.26
T006115,Central,Q2,2025,10038,120456,Mr./Ms. Patel,87.11
T006116,North,Q2,2024,15149,181788,Mr./Ms. Iyer,71.03
T006117,South,Q3,2024,7841,94092,Mr./Ms. Mehta,109.9
T006118,North,Q2,2024,6076,72912,Mr./Ms. Gupta,71.58
T006119,Central,Q1,2025,13979,167748,Mr./Ms. Mehta,83.7
T006120,South,Q1,2025,6499,77988,Mr./Ms. Mehta,106.12
T006121,Central,Q1,2024,18533,222396,Mr./Ms. Iyer,122.95
T006122,South,Q2,2025,19943,239316,Mr./Ms. Iyer,120.46
T006123,West,Q3,2025,6721,80652,Mr./Ms. Sharma,116.97
T006124,West,Q1,2024,15688,188256,Mr./Ms. Gupta,117.69
T006125,South,Q2,2025,16209,194508,Mr./Ms. Gupta,102.83
T006126,East,Q2,2024,14750,177000,Mr./Ms. Patel,91.04
T006127,Central,Q4,2023,11569,138828,Mr./Ms. Singh,78.88
T006128,West,Q3,2024,17249,206988,Mr./Ms. Patel,113.24
T006129,South,Q3,2025,10500,126000,Mr./Ms. Singh,93.7
T006130,North,Q4,2025,12974,155688,Mr./Ms. Mehta,86.74
T006131,West,Q4,2024,6259,75108,Mr./Ms. Mehta,85.2
T006132,East,Q1,2025,18795,225540,Mr./Ms. Gupta,91.32
T006133,Central,Q2,2025,5537,66444,Mr./Ms. Mehta,118.54
T006134,Central,Q3,2025,7707,92484,Mr./Ms. Verma,86.96
T006135,East,Q2,2024,9609,115308,Mr./Ms. Verma,87.9
T006136,West,Q2,2023,19108,229296,Mr./Ms. Mehta,128.17
T006137,North,Q2,2024,15576,186912,Mr./Ms. Mehta,128.41
T006138,West,Q4,2023,14628,175536,Mr./Ms. Verma,85.31
T006139,West,Q3,2024,11620,139440,Mr./Ms. Reddy,88.66
T006140,Central,Q1,2025,12541,150492,Mr./Ms. Mehta,74.7
T006141,West,Q2,2024,19980,239760,Mr./Ms. Iyer,128.89
T006142,Central,Q3,2024,9027,108324,Mr./Ms. Patel,114.19
T006143,East,Q4,2024,10706,128472,Mr./Ms. Iyer,83.01
T006144,South,Q4,2023,16041,192492,Mr./Ms. Sharma,84.13
T006145,South,Q1,2025,12312,147744,Mr./Ms. Gupta,114.57
T006146,South,Q1,2024,17808,213696,Mr./Ms. Verma,118.06
T006147,North,Q3,2024,13045,156540,Mr./Ms. Gupta,98.91
T006148,East,Q3,2024,18975,227700,Mr./Ms. Patel,88.43
T006149,East,Q2,2024,6588,79056,Mr./Ms. Reddy,117.84
T006150,West,Q1,2025,18195,218340,Mr./Ms. Verma,124.85
T006151,East,Q1,2023,5735,68820,Mr./Ms. Mehta,75.27
T006152,West,Q1,2024,16300,195600,Mr./Ms. Sharma,119.05
T006153,East,Q2,2023,8865,106380,Mr./Ms. Reddy,115.93
T006154,South,Q3,2024,8573,102876,Mr./Ms. Sharma,91.37
T006155,South,Q2,2024,12036,144432,Mr./Ms. Gupta,121.9
T006156,East,Q1,2024,16998,203976,Mr./Ms. Sharma,101.75
T006157,East,Q2,2025,7267,87204,Mr./Ms. Singh,105.67
T006158,Central,Q3,2025,5793,69516,Mr./Ms. Sharma,105.87
T006159,Central,Q3,2023,6274,75288,Mr./Ms. Reddy,89.26
T006160,West,Q3,2025,16485,197820,Mr./Ms. Verma,114.74
T006161,East,Q3,2023,13969,167628,Mr./Ms. Mehta,70.46
T006162,Central,Q4,2024,8767,105204,Mr./Ms. Patel,97.24
T006163,East,Q3,2024,11223,134676,Mr./Ms. Verma,84.12
T006164,West,Q3,2023,9521,114252,Mr./Ms. Sharma,113.67
T006165,West,Q2,2025,13853,166236,Mr./Ms. Gupta,111.82
T006166,Central,Q1,2023,17720,212640,Mr./Ms. Singh,112.49
T006167,West,Q4,2023,10011,120132,Mr./Ms. Patel,104.15
T006168,West,Q1,2025,13699,164388,Mr./Ms. Iyer,85.43
T006169,East,Q3,2025,19797,237564,Mr./Ms. Iyer,88.57
T006170,South,Q2,2023,7424,89088,Mr./Ms. Sharma,124.9
T006171,South,Q3,2023,7236,86832,Mr./Ms. Patel,70.55
T006172,North,Q3,2025,11531,138372,Mr./Ms. Gupta,78.15
T006173,South,Q1,2025,17475,209700,Mr./Ms. Iyer,112.39
T006174,Central,Q2,2025,6530,78360,Mr./Ms. Verma,109.58
T006175,South,Q4,2025,14355,172260,Mr./Ms. Patel,94.04
T006176,West,Q4,2023,13567,162804,Mr./Ms. Mehta,100.46
T006177,South,Q1,2025,15786,189432,Mr./Ms. Singh,104.64
T006178,Central,Q3,2024,18969,227628,Mr./Ms. Verma,97.35
T006179,East,Q3,2025,19660,235920,Mr./Ms. Iyer,81.39
T006180,West,Q3,2023,9911,118932,Mr./Ms. Mehta,118.14
T006181,South,Q1,2024,8384,100608,Mr./Ms. Reddy,113.04
T006182,Central,Q4,2025,11483,137796,Mr./Ms. Sharma,88.34
T006183,North,Q2,2025,11310,135720,Mr./Ms. Iyer,85.51
T006184,East,Q4,2023,17171,206052,Mr./Ms. Patel,83.44
T006185,North,Q3,2023,8201,98412,Mr./Ms. Iyer,122.11
T006186,South,Q3,2023,15646,187752,Mr./Ms. Singh,101.6
T006187,East,Q3,2024,5723,68676,Mr./Ms. Mehta,118.69
T006188,East,Q1,2024,17931,215172,Mr./Ms. Patel,100.25
T006189,East,Q3,2025,19116,229392,Mr./Ms. Reddy,121.07
T006190,Central,Q4,2024,10705,128460,Mr./Ms. Verma,99.49
T006191,Central,Q1,2024,14222,170664,Mr./Ms. Verma,75.88
T006192,East,Q1,2023,19876,238512,Mr./Ms. Patel,75.61
T006193,Central,Q2,2024,11517,138204,Mr./Ms. Sharma,84.36
T006194,North,Q2,2023,13385,160620,Mr./Ms. Gupta,81.92
T006195,West,Q2,2025,10581,126972,Mr./Ms. Sharma,121.97
T006196,South,Q3,2023,12709,152508,Mr./Ms. Gupta,85.78
T006197,North,Q4,2023,18849,226188,Mr./Ms. Gupta,109.23
T006198,Central,Q1,2024,18329,219948,Mr./Ms. Mehta,105.43
T006199,North,Q2,2025,10540,126480,Mr./Ms. Gupta,123.3
T006200,South,Q4,2023,12134,145608,Mr./Ms. Sharma,96.56
T006201,West,Q4,2025,10743,128916,Mr./Ms. Sharma,125.66
T006202,South,Q3,2025,8300,99600,Mr./Ms. Gupta,118.19
T006203,South,Q1,2023,8489,101868,Mr./Ms. Singh,71.49
T006204,East,Q3,2024,6109,73308,Mr./Ms. Patel,129.73
T006205,East,Q3,2024,19486,233832,Mr./Ms. Patel,110.22
T006206,Central,Q1,2025,19796,237552,Mr./Ms. Reddy,85.9
T006207,South,Q3,2024,15030,180360,Mr./Ms. Sharma,100.24
T006208,East,Q4,2025,12393,148716,Mr./Ms. Gupta,72.69
T006209,Central,Q2,2024,9528,114336,Mr./Ms. Patel,90.52
T006210,Central,Q3,2023,17653,211836,Mr./Ms. Reddy,80.0
T006211,North,Q3,2025,9393,112716,Mr./Ms. Iyer,121.49
T006212,South,Q2,2023,15535,186420,Mr./Ms. Gupta,126.9
T006213,South,Q3,2024,5836,70032,Mr./Ms. Verma,127.95
T006214,East,Q1,2023,18278,219336,Mr./Ms. Reddy,70.84
T006215,Central,Q2,2024,13712,164544,Mr./Ms. Mehta,128.76
T006216,North,Q4,2023,10962,131544,Mr./Ms. Singh,75.91
T006217,East,Q3,2025,11563,138756,Mr./Ms. Verma,83.45
T006218,West,Q1,2025,7796,93552,Mr./Ms. Verma,89.66
T006219,North,Q2,2025,15922,191064,Mr./Ms. Singh,106.25
T006220,West,Q1,2025,8692,104304,Mr./Ms. Sharma,114.99
T006221,South,Q2,2023,10947,131364,Mr./Ms. Verma,122.65
T006222,East,Q2,2024,17682,212184,Mr./Ms. Gupta,113.08
T006223,East,Q3,2023,18156,217872,Mr./Ms. Reddy,74.57
T006224,South,Q4,2025,19789,237468,Mr./Ms. Patel,120.26
T006225,North,Q3,2023,11790,141480,Mr./Ms. Sharma,95.1
T006226,North,Q4,2023,6908,82896,Mr./Ms. Iyer,112.66
T006227,North,Q4,2025,16793,201516,Mr./Ms. Reddy,84.63
